Grin,0.0321398864898
Jet,0.0317248795094
Trigger,0.0312954767864
Web,0.0300917218998
SN4,0.0298717601091
Topless,0.0295102566739
Scabs,0.0284201612763
Patchback,0.0264557985127
Gallatin,0.0261543338208
Beescratch,0.0246474465386
Kringel,0.0246380656719
SN63,0.0239366394522
Feather,0.0234556970241
SN9,0.0219634077369
Stripes,0.0216885697532
Upbang,0.0216487227563
SN100,0.0206106385023
DN21,0.0200515605214
Haecksel,0.019880173054
Jonah,0.0193929771395
TR99,0.0192296608427
SN96,0.0176167592816
TR77,0.0173373564459
Number1,0.0171284072616
Double,0.0170963082581
Beak,0.016963364733
MN105,0.0169371661785
MN83,0.0169037716508
Hook,0.0166250498378
SN90,0.0161358044938
Shmuddel,0.015917999859
DN63,0.0156412124535
PL,0.0153006025648
Fish,0.0151068659334
Oscar,0.0148438610119
Zap,0.0147660199832
DN16,0.0144266471465
Bumper,0.0133366082029
Ripplefluke,0.0133076147483
Knit,0.0129268337676
Thumper,0.0128294349472
TSN103,0.0120712114996
Mus,0.0115030245843
Notch,0.0112091655668
Zipfel,0.011038326743
MN60,0.00986252877083
CCL,0.00962802433655
TR88,0.0088761361613
TR120,0.00882522669778
Wave,0.00832543200478
TSN83,0.00818040068013
SN89,0.00776407118548
Vau,0.00749349137925
Zig,0.00618984568407
MN23,0.00541559345904
Quasi,0.00541547717195
TR82,0.00526135079592
Five,0.00507947036555
Cross,0.00507934633366
Whitetip,0.00496262278051
SMN5,0.00491786029169
Fork,0.0048349755612
